get tpm logs,1683865340
10441 test sql,1683866316
10441 test sql,1683867518
10441 test sql,1683868528
sif,1683869469
sif,1683872693
sif sysid,1683873267
10441 test sql,1683873573
10441 test sql,1683873595
10441 test sql,1683874554
